stratum_type,stratum_value,ml_method,traditional_method,metric,support_count_pairs,delta_ml_minus_traditional,ci_low,ci_high,bootstrap_unit
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,256,0.16426143312186742,-0.04786371519208197,0.3303775653743256,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,256,-0.1705467682916817,-0.2511488209682369,-0.08016440872408419,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,256,-0.007117527862208713,-0.017700424150390113,0.0,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,256,0.21456722511853737,-0.2629804635412103,0.7958041777014839,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,256,0.05251666283612966,0.027497513262599523,0.08016450216450217,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,256,-0.1388420915349285,-0.3294257454346106,0.09754615735409194,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,256,-0.13600170776496245,-0.18214597108032676,-0.08451834124516884,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,256,0.0,0.0,0.0,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,256,0.14572455824817768,-0.8377447180152856,0.9970966788598602,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,256,0.04491411455467936,0.019523737980769233,0.06271863265283514,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,256,0.18122614281582033,-0.16698572874562262,0.402206046650835,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,256,-0.19621143647109585,-0.27399430875338726,-0.1053652258706511,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,256,-0.007752403846153846,-0.018524305555555554,0.0,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,256,0.3521526296309821,-0.1618548703810429,0.985654692376349,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,256,0.05817935648295636,0.03634262891936847,0.07885718891038034,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,256,0.14776434107678937,-0.20052263868409048,0.3951720256709878,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,256,-0.19651578016277926,-0.2795734310690864,-0.13343482518366023,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,256,-0.007692307692307693,-0.01965098039215686,0.0,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,256,0.33970802596917227,-0.3251433493944141,1.1442605114904638,heldout_run
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,256,0.05963131053197962,0.031526682838083686,0.07805286823817965,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,3901,-0.15972498059115448,-0.2620971494455877,-0.09890289870977109,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,3901,-0.17805074849200486,-0.18939180648805534,-0.16847914549523446,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,3901,-0.003680634201585504,-0.008263644695570829,-0.0019220894121882166,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,3901,0.18202114006481862,-0.02853617643260705,0.3866501843631955,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,3901,0.09799685863415253,0.028505064339842227,0.15432849624805084,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,3901,-0.11334398872254992,-0.15533886608655448,-0.07246027042291502,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,3901,-0.13000379074774493,-0.14040453870620573,-0.11135743920502654,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,3901,-0.002892960761785103,-0.0067529463029777515,-0.0007484660172615937,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,3901,0.3996569902410747,0.21955285605329464,0.5931790749573409,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,3901,0.05821726722531023,0.023975471891711696,0.11288898941923939,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,3901,-0.26901598379947633,-0.4005707221033869,-0.15150309901676695,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,3901,-0.22918610972252607,-0.24887789933874438,-0.21103775425961277,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,3901,-0.00665050578889092,-0.009000498111834428,-0.004627269244203336,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,3901,0.3210416598372705,0.11993491554606064,0.5485497388290974,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,3901,0.14657288473800983,0.1361555228667862,0.15516705151144922,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,3901,-0.26011969205424634,-0.40390131573688987,-0.15156933412030682,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,3901,-0.22736323028285044,-0.251459065661172,-0.20543319788903502,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,3901,-0.00664785477624817,-0.00946730140859914,-0.004098360655737706,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,3901,0.3199626424248794,0.054501026161255725,0.5329150181429773,heldout_run
amplitude_stratum,"amp[1500,2500)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,3901,0.1474304407140784,0.13383227040816326,0.15887386085175348,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,6811,-0.10541766198971914,-0.26671649379993445,0.03144545894330787,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,6811,-0.26790869246769144,-0.3672859090145332,-0.18828407364839594,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,6811,-0.0035131769549005066,-0.007507681860336843,-0.00036229235205718853,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,6811,-2.3505063023695056,-2.57917419037946,-2.0293095291784864,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,6811,0.045667788827326694,0.028745729435406136,0.09406875772764675,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,6811,-0.1315358528736057,-0.2101052138113545,-0.04773508379755473,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,6811,-0.2513602933495658,-0.37546483069586406,-0.17449876126826955,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,6811,-0.0015309377021094925,-0.0055982506058160925,0.0006443174800423664,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,6811,-1.4568730464778108,-1.69157940518648,-1.213928199931213,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,6811,0.036161235583939244,0.023713697790417702,0.05986246807381892,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,6811,-0.24115870973478493,-0.37518766920808166,-0.11588860666104342,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,6811,-0.292958223701993,-0.4100243418111355,-0.2060482069047456,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,6811,-0.002511945760630044,-0.006293986965483244,0.0012945942490177132,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,6811,-0.7500454333673728,-1.0467470376616284,-0.44142295128023434,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,6811,0.06422305490541313,0.04255324280502634,0.08972581500681631,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,6811,-0.22179114376586695,-0.39419587407027773,-0.09609610441213193,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,6811,-0.28633110807328754,-0.4176096837071162,-0.1944587639156402,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,6811,-0.0024794452128477015,-0.008167669437882564,0.0007475126762363316,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,6811,-1.082681944204002,-1.316345290150651,-0.899625864207722,heldout_run
amplitude_stratum,"amp[2500,4000)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,6811,0.06113155969241202,0.03968381832096051,0.12349874957736946,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,492,-0.8539229016545575,-0.9865457795654162,-0.6233917667455299,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,492,-1.1407547006546963,-1.4625081557439754,-0.7344632389960665,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,492,-0.027940809190809192,-0.06690960395378347,0.008387965035710479,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,492,-4.408918136190701,-7.246049926553105,0.9357287890554541,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,492,0.22389695704548343,0.18956510652516076,0.2580722333693471,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,492,-0.7062685230828691,-0.832637797545527,-0.6022211968981849,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,492,-1.1719767574383935,-1.5349628804776263,-0.7400067406921602,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,492,-0.016987052331662277,-0.04723486219556337,0.004152120725669172,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,492,-4.3438826148070495,-6.324755358875366,-1.3816396371576556,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,492,0.1786828036828037,0.1563118393829784,0.20057832792207797,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,492,-0.8886134756259128,-1.0156235580436457,-0.7034718665823549,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,492,-1.2183972063135495,-1.5423567781089156,-0.6238236750728022,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,492,-0.02022971571997599,-0.047986443381180216,0.003371740574655366,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,492,-4.7623238239413865,-6.8735506915280595,-0.9482396580430115,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,492,0.19604037267080743,0.1703233007533054,0.22475462304409677,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,492,-0.8347576241091197,-0.9421285522565218,-0.7021801022908023,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,492,-1.2112354882487115,-1.5313776161383201,-0.7784797735041729,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,492,-0.02318747088126724,-0.05200013751375136,0.00393124165816899,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,492,-4.776779147333083,-6.860143536154984,1.5646107842147723,heldout_run
amplitude_stratum,"amp[4000,7000)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,492,0.18354941893770726,0.14910136144778352,0.22132556352459007,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,3820,-0.03213528743002003,-0.15098017450580795,0.09015146415625552,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,3820,-0.2438074944604156,-0.3131293182495518,-0.174829868054991,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,3820,0.0009354818765400213,-0.0019248713698756528,0.0029575409424233198,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,3820,-1.0260129974801844,-1.4373648600446434,-0.7803497854453662,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,3820,0.014874791808197507,-0.002201917851578361,0.043231111111111116,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,s03a_amp_only,sigma68_ns,3820,-0.04311455397825148,-0.10128212164781202,0.05210674460433898,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,s03a_amp_only,full_rms_ns,3820,-0.2594334460911296,-0.3374603436236722,-0.183149031267875,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,3820,0.0009697186490026603,-0.0020149136544135747,0.0030846376012211097,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,3820,-0.8566922253214142,-1.2287928005852145,-0.5889035241547068,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,3820,0.017804781998531916,-0.006061038940846228,0.033733332319208144,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,monotone_residual_table,sigma68_ns,3820,-0.037751164555822836,-0.20292091263571294,0.16095400728744552,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,monotone_residual_table,full_rms_ns,3820,-0.22970286042281862,-0.2969759620625743,-0.15281358625201794,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,3820,0.0008040768051750559,-0.002101535739582487,0.0035090716443880125,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,3820,-0.985193653079708,-1.3036333846035908,-0.6895075470442721,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,3820,0.016123650198677508,-0.0035166989885255682,0.04333342899127858,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,3820,0.007180836279739866,-0.2316947860864104,0.15373282820245185,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,3820,-0.23313626057904235,-0.29114846356746593,-0.17521682757092027,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,3820,0.0008986930215811231,-0.002522160039880793,0.003681256235014088,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,3820,-0.9936432572956861,-1.2793974880265115,-0.7542382937393716,heldout_run
stave_stratum,B4-B6,hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,3820,0.016738203403374452,-0.0038519170404990753,0.04363147897478684,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,3820,-0.0856873634985692,-0.2578810558259345,0.09461108750554084,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,3820,-0.34450774483333757,-0.41237362438033803,-0.20621654469579315,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,3820,-0.00576049975284304,-0.01403069607377653,-0.00048162655768965257,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,3820,-2.1955307230790386,-2.4623352831660577,-1.8922172934782755,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,3820,0.04024082055280803,0.029309860736747472,0.05485263961805613,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,s03a_amp_only,sigma68_ns,3820,-0.03958992101138292,-0.15301607154966057,0.11632139232438841,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,s03a_amp_only,full_rms_ns,3820,-0.2953100542436189,-0.38537392685312893,-0.21020613615057532,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,3820,-0.003047275138642505,-0.005638641838204739,0.0008833922261484092,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,3820,-1.2720598375090262,-1.5026860239070423,-0.8993252841543549,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,3820,0.028385684599555927,0.020394810448494855,0.03977861974412628,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,monotone_residual_table,sigma68_ns,3820,-0.10054751798662742,-0.2541049129205093,0.13369671272466327,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,monotone_residual_table,full_rms_ns,3820,-0.25768738221596243,-0.33976189628180753,-0.16030647541862178,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,3820,-0.0020535860829301025,-0.004215625789801365,0.00142836457272054,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,3820,-1.2287916095401856,-1.3660309901220244,-1.0145280762300997,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,3820,0.013339466421343205,0.006725481017933799,0.03462135138499619,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,3820,0.007902555212981222,-0.20275208163059577,0.12685224412246707,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,3820,-0.2572336568879705,-0.33891887979122604,-0.1358226740659978,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,3820,-0.0027979624829901238,-0.005703795400190695,0.002329625857216165,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,3820,-1.4250922637187893,-1.504678621392513,-1.2362499741140207,heldout_run
stave_stratum,B4-B8,hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,3820,0.01699242359821257,0.008170628940351924,0.034187747375279666,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,3820,-0.09366403793374806,-0.2525924514459651,0.0692596494817535,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,3820,-0.1738135478769891,-0.20826158816800394,-0.1371550389960057,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,3820,-0.003387341173639355,-0.005146166743342594,-0.0019799600993642063,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,3820,-1.7098660886683377,-1.9354587301213273,-1.4791416566431907,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,3820,0.04269914590833579,0.03104831440321748,0.04901199230955192,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,s03a_amp_only,sigma68_ns,3820,-0.05542805774147863,-0.08606783166324827,0.008695475432125899,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,s03a_amp_only,full_rms_ns,3820,-0.1091259036489376,-0.13424749025459554,-0.08415742888048794,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,3820,-0.0012965048364189493,-0.0020152261531571885,-0.0004806335080200435,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,3820,-0.8065387647215008,-1.0570410016385583,-0.5489203573935658,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,3820,0.028868298559605765,0.01909504359946842,0.03613840739647328,heldout_run
stave_stratum,B6-B8,hgb_full_unconstrained,monotone_residual_table,sigma68_ns,3820,-0.10799138671774644,-0.2617509155487499,0.014829212521733661,heldout_run
